participant,PT,target,distractor,other,Condition
17,566,0,1,0,1
17,822,1,0,0,1
17,395,1,0,0,1
17,1253,1,0,0,1
17,1320,1,0,0,1
17,601,1,0,0,1
17,1268,1,0,0,1
17,1209,0,1,0,1
17,678,1,0,0,1
17,479,1,0,0,1
17,240,0,1,0,1
17,759,1,0,0,1
17,818,1,0,0,1
18,447,0,1,0,1
18,1213,1,0,0,1
18,960,1,0,0,1
18,261,0,1,0,1
18,362,1,0,0,1
18,245,0,0,1,1
18,624,1,0,0,1
18,1320,1,0,0,1
18,371,0,1,0,1
18,834,1,0,0,1
18,715,0,1,0,1
18,927,1,0,0,1
18,458,1,0,0,1
18,1383,1,0,0,1
18,899,1,0,0,1
18,260,0,1,0,1
18,991,1,0,0,1
18,1466,1,0,0,1
18,786,1,0,0,1
18,908,1,0,0,1
18,623,1,0,0,1
18,1038,1,0,0,1
18,1308,1,0,0,1
18,1371,1,0,0,1
18,982,1,0,0,1
18,1491,1,0,0,1
18,306,0,1,0,1
18,1301,1,0,0,1
18,149,0,1,0,1
18,631,1,0,0,1
18,1020,1,0,0,1
18,577,1,0,0,1
18,1468,1,0,0,1
18,1491,1,0,0,1
18,926,1,0,0,1
18,1418,1,0,0,1
18,711,1,0,0,1
18,1265,1,0,0,1
18,1049,1,0,0,1
18,1066,1,0,0,1
18,848,1,0,0,1
18,1470,1,0,0,1
18,1307,1,0,0,1
18,783,1,0,0,1
18,728,1,0,0,1
18,923,1,0,0,1
18,1033,1,0,0,1
18,477,1,0,0,1
18,1491,1,0,0,1
18,1034,1,0,0,1
18,424,1,0,0,1
18,1048,1,0,0,1
18,426,0,1,0,1
18,1143,1,0,0,1
18,1062,1,0,0,1
18,1229,1,0,0,1
18,1261,1,0,0,1
18,530,1,0,0,1
18,887,1,0,0,1
18,780,1,0,0,1
18,1140,1,0,0,1
18,1118,1,0,0,1
18,258,1,0,0,1
18,313,0,0,1,1
18,1305,1,0,0,1
18,312,1,0,0,1
18,733,1,0,0,1
19,1136,1,0,0,1
19,1245,1,0,0,1
19,706,0,0,1,1
19,1135,1,0,0,1
19,597,0,0,1,1
19,584,1,0,0,1
19,994,1,0,0,1
19,957,1,0,0,1
19,623,1,0,0,1
19,729,1,0,0,1
19,746,1,0,0,1
19,431,1,0,0,1
19,406,1,0,0,1
19,630,0,0,1,1
19,916,1,0,0,1
19,972,1,0,0,1
19,285,1,0,0,1
19,1377,1,0,0,1
19,687,1,0,0,1
19,1421,1,0,0,1
19,758,1,0,0,1
19,932,1,0,0,1
19,134,1,0,0,1
19,762,1,0,0,1
19,834,1,0,0,1
19,252,1,0,0,1
19,1395,1,0,0,1
19,155,1,0,0,1
19,1326,1,0,0,1
19,164,0,1,0,1
19,1377,1,0,0,1
19,544,1,0,0,1
19,145,0,0,1,1
19,980,1,0,0,1
19,945,1,0,0,1
19,1171,1,0,0,1
19,705,1,0,0,1
19,1314,1,0,0,1
19,438,1,0,0,1
19,432,0,0,1,1
19,169,1,0,0,1
19,785,1,0,0,1
19,1349,1,0,0,1
19,690,1,0,0,1
19,830,1,0,0,1
19,123,0,0,1,1
19,1281,1,0,0,1
19,569,1,0,0,1
19,442,1,0,0,1
19,1134,1,0,0,1
19,165,0,0,1,1
19,488,1,0,0,1
19,109,1,0,0,1
19,222,1,0,0,1
19,1097,1,0,0,1
19,949,1,0,0,1
19,1065,1,0,0,1
19,165,1,0,0,1
19,1048,1,0,0,1
19,526,1,0,0,1
19,602,1,0,0,1
19,829,1,0,0,1
19,560,0,1,0,1
19,1028,1,0,0,1
19,732,1,0,0,1
19,506,1,0,0,1
19,979,1,0,0,1
19,317,0,1,0,1
19,896,1,0,0,1
20,1429,1,0,0,1
20,666,1,0,0,1
20,1012,1,0,0,1
20,246,0,1,0,1
20,404,1,0,0,1
20,988,1,0,0,1
20,903,1,0,0,1
20,1218,1,0,0,1
20,565,1,0,0,1
20,1172,1,0,0,1
20,1177,1,0,0,1
20,792,1,0,0,1
20,1064,1,0,0,1
20,1164,1,0,0,1
20,808,1,0,0,1
20,714,1,0,0,1
20,897,1,0,0,1
20,1106,1,0,0,1
20,1093,1,0,0,1
20,667,1,0,0,1
20,1200,1,0,0,1
20,1388,1,0,0,1
20,1021,1,0,0,1
20,992,1,0,0,1
20,1098,1,0,0,1
20,451,1,0,0,1
20,815,1,0,0,1
20,1302,1,0,0,1
20,1227,1,0,0,1
20,421,1,0,0,1
20,1389,1,0,0,1
20,1227,1,0,0,1
20,1198,1,0,0,1
20,1361,1,0,0,1
20,1122,1,0,0,1
20,1425,1,0,0,1
20,1335,1,0,0,1
20,1194,1,0,0,1
20,1296,1,0,0,1
20,794,1,0,0,1
20,841,1,0,0,1
20,1243,1,0,0,1
20,816,1,0,0,1
20,1471,1,0,0,1
20,1427,1,0,0,1
20,1381,1,0,0,1
20,1342,1,0,0,1
20,979,1,0,0,1
20,1218,1,0,0,1
20,879,1,0,0,1
20,608,1,0,0,1
20,1395,1,0,0,1
20,1337,1,0,0,1
20,863,1,0,0,1
32,199,0,1,0,1
32,185,0,1,0,1
32,1269,0,1,0,1
32,195,0,1,0,1
32,754,0,0,1,1
32,1257,0,0,1,1
32,312,1,0,0,1
32,1004,1,0,0,1
32,1116,1,0,0,1
32,1338,1,0,0,1
32,1481,1,0,0,1
32,832,1,0,0,1
32,731,1,0,0,1
32,564,1,0,0,1
32,368,1,0,0,1
32,975,1,0,0,1
32,1266,1,0,0,1
32,428,1,0,0,1
32,1477,1,0,0,1
32,324,1,0,0,1
32,1070,1,0,0,1
32,225,1,0,0,1
32,1389,1,0,0,1
32,329,1,0,0,1
32,755,1,0,0,1
32,1373,1,0,0,1
32,343,1,0,0,1
32,1441,1,0,0,1
32,197,1,0,0,1
32,1006,1,0,0,1
32,1447,1,0,0,1
32,326,1,0,0,1
32,1376,1,0,0,1
32,639,1,0,0,1
32,1111,1,0,0,1
32,1245,1,0,0,1
32,730,1,0,0,1
32,1150,1,0,0,1
32,811,1,0,0,1
32,411,1,0,0,1
32,1072,1,0,0,1
32,1258,1,0,0,1
32,1034,1,0,0,1
32,626,1,0,0,1
32,214,0,1,0,1
32,224,0,1,0,1
32,936,1,0,0,1
32,451,1,0,0,1
32,673,1,0,0,1
32,389,1,0,0,1
32,1196,1,0,0,1
32,883,1,0,0,1
32,1152,1,0,0,1
32,809,1,0,0,1
32,1304,1,0,0,1
32,445,1,0,0,1
32,212,0,1,0,1
32,205,1,0,0,1
32,721,1,0,0,1
32,372,1,0,0,1
32,1171,1,0,0,1
32,1443,1,0,0,1
32,494,1,0,0,1
32,854,1,0,0,1
32,440,1,0,0,1
32,590,1,0,0,1
32,1094,1,0,0,1
32,1062,1,0,0,1
32,575,1,0,0,1
32,1261,1,0,0,1
32,286,1,0,0,1
32,270,1,0,0,1
32,1351,1,0,0,1
32,1363,1,0,0,1
32,663,1,0,0,1
32,706,1,0,0,1
32,657,1,0,0,1
32,852,1,0,0,1
59,645,0,1,0,1
59,1221,1,0,0,1
59,946,1,0,0,1
59,1116,1,0,0,1
59,779,1,0,0,1
59,819,1,0,0,1
59,228,0,1,0,1
59,797,1,0,0,1
59,292,0,1,0,1
59,283,1,0,0,1
59,627,1,0,0,1
59,191,0,1,0,1
59,614,1,0,0,1
59,222,0,1,0,1
59,673,1,0,0,1
59,628,1,0,0,1
59,1089,1,0,0,1
59,291,0,1,0,1
59,364,0,1,0,1
59,787,1,0,0,1
59,1239,1,0,0,1
59,372,0,1,0,1
59,1147,1,0,0,1
59,389,0,1,0,1
59,868,1,0,0,1
59,612,1,0,0,1
59,650,1,0,0,1
59,1254,1,0,0,1
59,1159,1,0,0,1
59,584,1,0,0,1
59,784,1,0,0,1
59,1153,1,0,0,1
59,1192,1,0,0,1
59,525,1,0,0,1
59,1033,1,0,0,1
59,301,0,1,0,1
59,807,1,0,0,1
59,1315,1,0,0,1
59,789,1,0,0,1
59,1017,1,0,0,1
59,615,1,0,0,1
59,230,0,1,0,1
59,215,0,1,0,1
59,534,1,0,0,1
59,646,1,0,0,1
59,571,1,0,0,1
59,191,0,1,0,1
59,1315,1,0,0,1
59,626,1,0,0,1
59,1227,1,0,0,1
59,936,1,0,0,1
59,231,0,1,0,1
59,211,0,1,0,1
59,546,1,0,0,1
59,1487,1,0,0,1
59,678,1,0,0,1
59,603,0,1,0,1
59,1317,1,0,0,1
59,605,1,0,0,1
59,1024,1,0,0,1
59,1039,1,0,0,1
59,506,1,0,0,1
59,203,0,1,0,1
59,465,1,0,0,1
59,400,1,0,0,1
59,1216,1,0,0,1
59,1379,1,0,0,1
59,1298,1,0,0,1
59,539,1,0,0,1
59,235,1,0,0,1
59,1127,1,0,0,1
59,139,0,1,0,1
59,1043,1,0,0,1
59,1345,1,0,0,1
59,213,0,1,0,1
59,252,0,1,0,1
59,1110,1,0,0,1
59,371,0,1,0,1
60,728,1,0,0,1
60,1029,0,1,0,1
60,1014,1,0,0,1
60,1320,1,0,0,1
60,1109,1,0,0,1
60,938,1,0,0,1
60,1008,1,0,0,1
60,1222,1,0,0,1
60,1139,1,0,0,1
60,684,1,0,0,1
60,1277,1,0,0,1
60,570,1,0,0,1
60,431,1,0,0,1
60,1140,1,0,0,1
60,715,1,0,0,1
60,1435,1,0,0,1
60,1009,1,0,0,1
60,1479,1,0,0,1
60,1464,1,0,0,1
60,829,1,0,0,1
60,1351,1,0,0,1
60,1396,1,0,0,1
60,1436,1,0,0,1
60,1409,1,0,0,1
60,1402,1,0,0,1
60,1073,1,0,0,1
60,705,1,0,0,1
60,621,1,0,0,1
60,1290,1,0,0,1
60,608,1,0,0,1
60,552,1,0,0,1
60,1419,1,0,0,1
60,1429,1,0,0,1
60,802,1,0,0,1
60,1109,1,0,0,1
60,1206,1,0,0,1
60,921,1,0,0,1
60,675,1,0,0,1
60,770,1,0,0,1
60,481,1,0,0,1
60,867,1,0,0,1
60,924,1,0,0,1
60,1193,1,0,0,1
60,1138,1,0,0,1
60,1210,1,0,0,1
60,1421,1,0,0,1
60,1312,1,0,0,1
61,1280,1,0,0,1
61,969,1,0,0,1
61,1283,1,0,0,1
61,1301,1,0,0,1
61,1350,1,0,0,1
61,311,1,0,0,1
61,391,1,0,0,1
61,836,1,0,0,1
61,1496,1,0,0,1
61,1401,1,0,0,1
61,1302,1,0,0,1
61,1164,1,0,0,1
61,295,0,1,0,1
61,1232,1,0,0,1
61,610,1,0,0,1
61,1154,1,0,0,1
61,404,1,0,0,1
61,1085,1,0,0,1
61,1184,1,0,0,1
61,1097,1,0,0,1
61,767,1,0,0,1
61,1395,1,0,0,1
61,634,1,0,0,1
61,645,1,0,0,1
61,923,1,0,0,1
61,348,1,0,0,1
61,1487,1,0,0,1
61,885,1,0,0,1
61,1314,1,0,0,1
61,984,1,0,0,1
61,864,1,0,0,1
61,449,1,0,0,1
61,1396,1,0,0,1
61,212,0,0,1,1
61,1362,1,0,0,1
61,871,1,0,0,1
61,1249,1,0,0,1
61,1477,1,0,0,1
61,417,1,0,0,1
61,973,1,0,0,1
61,1034,1,0,0,1
61,1208,1,0,0,1
61,1208,1,0,0,1
61,1087,1,0,0,1
61,836,1,0,0,1
61,245,1,0,0,1
61,1426,1,0,0,1
61,766,1,0,0,1
61,295,1,0,0,1
61,268,0,1,0,1
61,1277,1,0,0,1
61,1152,1,0,0,1
61,664,1,0,0,1
61,1412,1,0,0,1
61,666,1,0,0,1
61,478,1,0,0,1
61,690,1,0,0,1
61,1110,1,0,0,1
61,896,1,0,0,1
61,385,1,0,0,1
61,1492,1,0,0,1
61,1390,1,0,0,1
61,1258,1,0,0,1
61,349,0,1,0,1
61,1371,1,0,0,1
61,1190,1,0,0,1
61,388,1,0,0,1
61,922,1,0,0,1
61,279,1,0,0,1
61,774,1,0,0,1
63,1003,1,0,0,1
63,1449,1,0,0,1
63,705,1,0,0,1
63,1198,1,0,0,1
63,999,1,0,0,1
63,760,1,0,0,1
63,893,1,0,0,1
63,355,0,0,1,1
63,1479,1,0,0,1
63,1110,1,0,0,1
63,784,1,0,0,1
63,373,1,0,0,1
63,411,1,0,0,1
63,876,1,0,0,1
63,374,0,1,0,1
63,401,0,1,0,1
63,932,1,0,0,1
63,1039,1,0,0,1
63,764,0,0,1,1
63,1359,0,1,0,1
63,1079,1,0,0,1
63,1070,1,0,0,1
63,1206,1,0,0,1
63,1111,1,0,0,1
63,420,1,0,0,1
63,779,1,0,0,1
63,943,1,0,0,1
63,167,1,0,0,1
63,381,0,1,0,1
63,717,1,0,0,1
63,796,1,0,0,1
63,882,1,0,0,1
63,1133,1,0,0,1
63,520,0,0,1,1
63,465,1,0,0,1
63,1330,1,0,0,1
63,451,0,1,0,1
63,1454,1,0,0,1
63,584,1,0,0,1
63,137,0,1,0,1
63,1096,1,0,0,1
63,1382,1,0,0,1
63,864,0,1,0,1
63,1043,1,0,0,1
63,167,1,0,0,1
63,532,1,0,0,1
63,1265,1,0,0,1
63,277,0,0,1,1
63,1038,1,0,0,1
63,783,0,1,0,1
63,617,0,0,1,1
63,885,1,0,0,1
63,775,1,0,0,1
63,1178,1,0,0,1
63,936,1,0,0,1
63,801,1,0,0,1
63,794,0,1,0,1
63,1371,1,0,0,1
67,1019,1,0,0,1
67,689,1,0,0,1
67,296,1,0,0,1
67,609,1,0,0,1
67,265,0,1,0,1
67,1315,1,0,0,1
67,1248,1,0,0,1
67,1084,1,0,0,1
67,686,1,0,0,1
67,254,0,1,0,1
67,236,0,1,0,1
67,1026,1,0,0,1
67,1071,1,0,0,1
67,398,1,0,0,1
67,1068,1,0,0,1
67,563,1,0,0,1
67,1320,1,0,0,1
67,1160,1,0,0,1
67,652,1,0,0,1
67,391,1,0,0,1
67,305,1,0,0,1
67,912,1,0,0,1
67,854,1,0,0,1
67,505,1,0,0,1
67,507,1,0,0,1
67,794,1,0,0,1
67,633,1,0,0,1
67,783,1,0,0,1
67,972,1,0,0,1
67,986,1,0,0,1
67,294,0,0,1,1
67,951,1,0,0,1
67,895,1,0,0,1
67,1136,1,0,0,1
67,739,1,0,0,1
67,327,1,0,0,1
67,493,1,0,0,1
67,768,1,0,0,1
67,1065,1,0,0,1
67,1196,1,0,0,1
67,661,1,0,0,1
67,493,1,0,0,1
67,1157,1,0,0,1
67,954,1,0,0,1
67,787,1,0,0,1
67,352,1,0,0,1
67,839,1,0,0,1
67,924,1,0,0,1
67,1328,1,0,0,1
67,1112,1,0,0,1
67,1357,1,0,0,1
67,635,1,0,0,1
67,390,1,0,0,1
67,1117,1,0,0,1
67,1105,1,0,0,1
67,1293,1,0,0,1
67,1150,1,0,0,1
67,617,1,0,0,1
67,1049,1,0,0,1
67,1160,1,0,0,1
67,929,1,0,0,1
67,1078,1,0,0,1
67,961,1,0,0,1
67,1429,1,0,0,1
67,339,0,1,0,1
67,418,1,0,0,1
67,914,1,0,0,1
67,378,1,0,0,1
67,1336,1,0,0,1
67,1203,1,0,0,1
67,450,1,0,0,1
67,882,1,0,0,1
67,1460,1,0,0,1
67,804,1,0,0,1
67,1262,1,0,0,1
67,1346,1,0,0,1
67,915,1,0,0,1
67,462,1,0,0,1
67,461,1,0,0,1
67,1138,1,0,0,1
67,433,1,0,0,1
67,1341,1,0,0,1
67,545,1,0,0,1
67,509,1,0,0,1
67,1381,1,0,0,1
67,513,1,0,0,1
74,1303,1,0,0,1
74,1063,1,0,0,1
74,1481,1,0,0,1
74,320,1,0,0,1
74,994,1,0,0,1
74,560,1,0,0,1
74,286,1,0,0,1
74,500,1,0,0,1
74,1146,1,0,0,1
74,902,1,0,0,1
74,834,1,0,0,1
74,1390,1,0,0,1
74,1021,1,0,0,1
74,1213,1,0,0,1
74,1128,1,0,0,1
74,655,1,0,0,1
74,1233,1,0,0,1
74,1489,1,0,0,1
74,201,1,0,0,1
74,395,1,0,0,1
74,1199,1,0,0,1
74,530,1,0,0,1
74,1424,1,0,0,1
74,1346,1,0,0,1
74,1328,1,0,0,1
74,510,1,0,0,1
74,655,1,0,0,1
74,1000,1,0,0,1
74,540,1,0,0,1
74,633,1,0,0,1
74,1110,1,0,0,1
74,1402,1,0,0,1
74,931,1,0,0,1
74,401,1,0,0,1
74,598,1,0,0,1
74,434,1,0,0,1
74,1139,1,0,0,1
74,782,1,0,0,1
74,1163,1,0,0,1
74,615,1,0,0,1
74,392,1,0,0,1
74,1242,1,0,0,1
74,581,1,0,0,1
74,812,1,0,0,1
74,1154,1,0,0,1
74,1244,1,0,0,1
74,721,1,0,0,1
74,1419,1,0,0,1
74,1115,1,0,0,1
74,1378,1,0,0,1
75,243,0,0,1,1
75,473,1,0,0,1
75,377,0,1,0,1
75,1189,1,0,0,1
75,768,0,1,0,1
75,402,0,1,0,1
75,108,0,0,1,1
75,149,1,0,0,1
75,650,1,0,0,1
75,694,1,0,0,1
75,423,0,0,1,1
75,508,1,0,0,1
75,581,1,0,0,1
75,227,0,1,0,1
75,861,1,0,0,1
75,457,0,1,0,1
75,1102,1,0,0,1
75,706,1,0,0,1
75,1002,1,0,0,1
75,1250,1,0,0,1
75,517,0,0,1,1
75,629,1,0,0,1
75,1209,1,0,0,1
75,1128,1,0,0,1
75,388,0,1,0,1
75,224,0,1,0,1
75,1193,1,0,0,1
75,709,1,0,0,1
75,1319,1,0,0,1
75,471,0,0,1,1
75,490,1,0,0,1
75,377,1,0,0,1
75,107,0,0,1,1
75,1362,1,0,0,1
75,795,1,0,0,1
75,883,1,0,0,1
75,743,1,0,0,1
75,171,0,0,1,1
75,308,0,1,0,1
75,108,1,0,0,1
75,167,0,1,0,1
75,736,1,0,0,1
75,1191,1,0,0,1
75,200,0,1,0,1
75,973,1,0,0,1
75,1265,1,0,0,1
75,704,1,0,0,1
75,706,1,0,0,1
75,262,0,0,1,1
75,953,0,1,0,1
76,496,1,0,0,1
76,1066,1,0,0,1
76,299,1,0,0,1
76,302,0,1,0,1
76,381,0,1,0,1
76,279,0,1,0,1
76,1240,1,0,0,1
76,262,0,1,0,1
76,978,1,0,0,1
76,1108,1,0,0,1
76,870,1,0,0,1
76,1120,1,0,0,1
76,259,0,1,0,1
76,732,1,0,0,1
76,897,1,0,0,1
76,886,0,1,0,1
76,1109,0,1,0,1
76,917,1,0,0,1
76,1051,1,0,0,1
76,1434,1,0,0,1
76,245,0,1,0,1
76,347,1,0,0,1
76,1444,1,0,0,1
76,322,1,0,0,1
76,1479,1,0,0,1
76,420,0,1,0,1
76,394,0,1,0,1
76,159,0,0,1,1
76,415,0,1,0,1
76,685,1,0,0,1
76,552,0,1,0,1
76,1303,1,0,0,1
76,1372,1,0,0,1
76,1461,1,0,0,1
76,734,1,0,0,1
76,556,0,1,0,1
76,1489,1,0,0,1
76,1449,1,0,0,1
76,1121,1,0,0,1
76,1466,1,0,0,1
76,774,1,0,0,1
76,1232,1,0,0,1
76,752,1,0,0,1
76,229,0,1,0,1
76,1161,1,0,0,1
76,1451,1,0,0,1
76,1265,1,0,0,1
76,1355,1,0,0,1
76,694,1,0,0,1
76,332,0,0,1,1
76,381,0,1,0,1
76,314,0,1,0,1
76,1060,1,0,0,1
86,858,1,0,0,1
86,246,1,0,0,1
86,777,1,0,0,1
86,1064,1,0,0,1
86,637,1,0,0,1
86,1356,1,0,0,1
86,1011,1,0,0,1
86,920,1,0,0,1
86,502,1,0,0,1
86,417,0,0,1,1
86,1039,1,0,0,1
86,532,0,0,1,1
86,1051,0,1,0,1
86,436,0,1,0,1
86,756,0,0,1,1
86,357,0,1,0,1
86,1055,1,0,0,1
86,988,0,1,0,1
86,1291,1,0,0,1
86,1192,1,0,0,1
86,420,1,0,0,1
86,1167,1,0,0,1
86,832,1,0,0,1
86,828,0,1,0,1
86,1125,1,0,0,1
86,1096,1,0,0,1
86,505,1,0,0,1
86,1015,1,0,0,1
86,1081,1,0,0,1
86,681,1,0,0,1
86,720,0,1,0,1
86,792,1,0,0,1
86,307,0,1,0,1
86,976,0,1,0,1
86,199,0,1,0,1
86,876,1,0,0,1
86,703,1,0,0,1
86,221,0,0,1,1
86,281,1,0,0,1
86,1138,1,0,0,1
86,1094,1,0,0,1
86,244,0,0,1,1
86,394,0,1,0,1
86,347,1,0,0,1
86,1034,1,0,0,1
86,319,0,1,0,1
86,731,1,0,0,1
86,547,1,0,0,1
86,584,0,0,1,1
86,627,0,1,0,1
86,377,1,0,0,1
86,813,0,1,0,1
86,1340,1,0,0,1
86,316,0,1,0,1
86,969,1,0,0,1
86,311,1,0,0,1
86,761,1,0,0,1
86,560,1,0,0,1
86,697,1,0,0,1
86,1298,1,0,0,1
86,695,0,1,0,1
86,1290,1,0,0,1
86,178,0,1,0,1
86,253,0,0,1,1
86,626,1,0,0,1
86,1490,1,0,0,1
86,199,1,0,0,1
86,189,0,1,0,1
86,923,0,0,1,1
86,1383,1,0,0,1
86,598,1,0,0,1
86,606,0,1,0,1
86,257,0,0,1,1
86,230,0,1,0,1
86,1401,1,0,0,1
86,532,1,0,0,1
86,245,1,0,0,1
86,868,0,1,0,1
86,623,1,0,0,1
159,385,1,0,0,1
159,515,1,0,0,1
159,1078,1,0,0,1
159,1185,1,0,0,1
159,763,1,0,0,1
159,896,1,0,0,1
159,1208,1,0,0,1
159,628,1,0,0,1
159,1225,1,0,0,1
159,1270,1,0,0,1
159,1315,1,0,0,1
159,928,1,0,0,1
159,435,1,0,0,1
159,1299,1,0,0,1
159,946,1,0,0,1
159,1275,1,0,0,1
159,948,1,0,0,1
159,1251,1,0,0,1
159,1104,1,0,0,1
159,1408,1,0,0,1
159,1050,1,0,0,1
159,449,1,0,0,1
159,1039,1,0,0,1
159,1173,1,0,0,1
159,238,0,0,1,1
159,486,1,0,0,1
159,424,1,0,0,1
159,1425,1,0,0,1
159,1103,1,0,0,1
159,1112,1,0,0,1
159,1014,1,0,0,1
159,575,1,0,0,1
159,695,1,0,0,1
159,1304,1,0,0,1
159,1234,1,0,0,1
159,592,1,0,0,1
159,1054,1,0,0,1
159,845,1,0,0,1
159,1307,1,0,0,1
159,1423,1,0,0,1
159,1439,1,0,0,1
159,1404,1,0,0,1
159,1264,1,0,0,1
159,1411,1,0,0,1
159,486,1,0,0,1
159,1394,1,0,0,1
159,304,1,0,0,1
159,730,1,0,0,1
159,699,1,0,0,1
159,1033,1,0,0,1
159,1045,1,0,0,1
